location,size,total_sqft,bath,price,bhk,price_per_sqft
Mukundapur,2 BHK,1200.0,2.0,42.0,2,3500.0
Mukundapur,3 BHK,1555.0,3.0,82.5,3,5305.4662379421225
Mukundapur,2 BHK,1392.0,2.0,99.0,2,7112.068965517241
Mukundapur,3 BHK,1300.0,3.0,60.0,3,4615.384615384615
Mukundapur,2 BHK,1115.0,2.0,33.45,2,3000.0000000000005
Mukundapur,2 Bedroom,1375.0,2.0,105.0,2,7636.363636363636
Mukundapur,2 Bedroom,1500.0,3.0,65.0,2,4333.333333333333
Mukundapur,3 BHK,1875.0,3.0,55.0,3,2933.3333333333335
Mukundapur,2 BHK,1300.0,2.0,65.0,2,5000.0
Mukundapur,2 BHK,1230.0,2.0,76.0,2,6178.861788617886
Mukundapur,3 BHK,2170.0,3.0,151.0,3,6958.52534562212
Mukundapur,1 BHK,550.0,1.0,17.0,1,3090.909090909091
Mukundapur,1 BHK,923.0,1.0,45.69,1,4950.162513542795
Mukundapur,3 BHK,1650.0,3.0,71.0,3,4303.030303030303
Mukundapur,3 BHK,1550.0,3.0,83.0,3,5354.8387096774195
Mukundapur,2 BHK,1141.0,2.0,49.0,2,4294.478527607362
Mukundapur,2 BHK,1512.0,1.0,65.01,2,4299.603174603175
Mukundapur,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
Mukundapur,2 BHK,1355.0,2.0,75.0,2,5535.055350553505
Mukundapur,2 BHK,1150.0,2.0,65.0,2,5652.173913043478
Mukundapur,3 BHK,1462.0,3.0,71.0,3,4856.361149110807
Mukundapur,1 BHK,607.0,1.0,35.0,1,5766.062602965404
Mukundapur,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
Mukundapur,2 BHK,780.0,2.0,35.0,2,4487.179487179487
Mukundapur,2 Bedroom,1350.0,2.0,110.0,2,8148.148148148148
Mukundapur,3 BHK,2275.0,4.0,180.0,3,7912.087912087912
Mukundapur,2 BHK,1350.0,2.0,41.0,2,3037.037037037037
Mukundapur,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Mukundapur,3 BHK,1570.0,3.0,64.5,3,4108.28025477707
Mukundapur,1 BHK,708.0,1.0,28.32,1,4000.0
Mukundapur,2 BHK,1400.0,2.0,82.0,2,5857.142857142857
Mukundapur,2 BHK,1310.0,2.0,72.0,2,5496.18320610687
Mukundapur,6 Bedroom,3300.0,6.0,165.0,6,5000.0
Mukundapur,2 BHK,1175.0,2.0,57.0,2,4851.063829787234
Mukundapur,3 BHK,1428.0,2.0,80.0,3,5602.240896358543
Mukundapur,4 BHK,3252.0,4.0,280.0,4,8610.086100861008
Mukundapur,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Mukundapur,2 BHK,1246.0,2.0,63.0,2,5056.179775280899
Mukundapur,3 BHK,1850.0,3.0,88.0,3,4756.756756756757
Mukundapur,2 BHK,1045.0,2.0,58.0,2,5550.239234449761
Mukundapur,2 BHK,710.0,2.0,25.0,2,3521.1267605633802
Mukundapur,3 BHK,1560.0,3.0,125.0,3,8012.820512820513
Mukundapur,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
Mukundapur,2 BHK,918.0,2.0,50.0,2,5446.623093681917
N S C Bose Road  Narendrapur,3 BHK,2700.0,5.0,175.0,3,6481.481481481482
N S C Bose Road  Narendrapur,2 BHK,1314.0,2.0,78.0,2,5936.07305936073
N S C Bose Road  Narendrapur,1 BHK,710.0,2.0,40.0,1,5633.802816901409
N S C Bose Road  Narendrapur,2 BHK,750.0,2.0,40.0,2,5333.333333333333
N S C Bose Road  Narendrapur,2 BHK,1128.0,2.0,65.7,2,5824.468085106383
N S C Bose Road  Narendrapur,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
N S C Bose Road  Narendrapur,3 BHK,1630.0,3.0,68.0,3,4171.7791411042945
N S C Bose Road  Narendrapur,1 BHK,950.0,1.0,39.9,1,4200.0
Naktala,3 BHK,1715.0,3.0,115.0,3,6705.539358600583
Naktala,3 BHK,2601.0,4.0,312.0,3,11995.386389850059
Naktala,2 BHK,1330.0,2.0,107.0,2,8045.112781954887
Naktala,2 BHK,883.0,2.0,50.0,2,5662.5141562853905
Naktala,2 BHK,1073.0,2.0,60.0,2,5591.798695246971
Naktala,2 BHK,800.0,2.0,55.0,2,6875.0
Narendrapur,3 BHK,1521.0,3.0,95.0,3,6245.890861275477
Narendrapur,3 BHK,1767.0,3.0,103.0,3,5829.088851160159
Narendrapur,5 BHK,3050.0,5.0,213.0,5,6983.606557377049
Narendrapur,3 BHK,1563.05,3.0,105.0,3,6717.635392341896
Narendrapur,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Narendrapur,3 BHK,2072.0,4.0,142.0,3,6853.281853281854
Narendrapur,4 BHK,3596.0,5.0,290.0,4,8064.5161290322585
Narendrapur,3 BHK,1240.0,2.0,46.0,3,3709.6774193548385
Narendrapur,2 BHK,1200.0,2.0,44.0,2,3666.6666666666665
Narendrapur,4 Bedroom,1200.0,5.0,110.0,4,9166.666666666666
Narendrapur,4 BHK,3198.0,4.0,200.0,4,6253.908692933083
Narendrapur,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Narendrapur,4 BHK,2483.0,5.0,215.0,4,8658.880386629078
Narendrapur,4 Bedroom,1550.0,4.0,130.0,4,8387.09677419355
Narendrapur,3 Bedroom,1600.0,2.0,80.0,3,5000.0
Narendrapur,3 Bedroom,1600.0,3.0,75.0,3,4687.5
Narendrapur,3 BHK,1482.0,2.0,92.0,3,6207.827260458839
Narendrapur,3 Bedroom,1000.0,4.0,66.0,3,6600.0
Narendrapur,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
Narendrapur,3 BHK,1862.0,3.0,120.0,3,6444.68313641246
Narendrapur,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
Narendrapur,2 BHK,1311.0,2.0,48.0,2,3661.3272311212813
Narendrapur,2 BHK,1028.0,2.0,49.0,2,4766.536964980544
Narendrapur,2 BHK,1153.0,2.0,48.5,2,4206.418039895923
Narendrapur,4 BHK,2856.0,5.0,145.5,4,5094.53781512605
Narendrapur,3 BHK,1250.0,3.0,65.0,3,5200.0
Narendrapur,2 BHK,1187.0,2.0,52.0,2,4380.791912384162
Narendrapur,2 BHK,1164.0,2.0,56.0,2,4810.996563573884
Narendrapur,3 BHK,1395.0,2.0,62.78,3,4500.358422939068
Narendrapur,2 BHK,1050.0,2.0,36.75,2,3500.0
Narendrapur,2 BHK,1390.0,2.0,60.0,2,4316.546762589928
Narendrapur,3 BHK,1754.0,3.0,124.0,3,7069.555302166476
Narendrapur,3 BHK,1756.0,3.0,92.0,3,5239.179954441914
Narendrapur,3 BHK,1739.0,3.0,105.0,3,6037.952846463485
Narendrapur,2 BHK,1215.0,2.0,58.86,2,4844.444444444444
Narendrapur,3 BHK,1082.0,2.0,49.0,3,4528.650646950093
Narendrapur,2 BHK,1050.0,2.0,42.0,2,4000.0
Narendrapur,2 BHK,1100.0,2.0,55.0,2,5000.0
Narendrapur,2 BHK,1247.0,2.0,53.0,2,4250.200481154771
Narendrapur,2 BHK,1000.0,2.0,30.0,2,3000.0
Narendrapur,4 Bedroom,1200.0,3.0,95.0,4,7916.666666666667
Narendrapur,1 BHK,525.0,1.0,30.0,1,5714.285714285715
Narendrapur,3 BHK,1485.0,3.0,85.0,3,5723.905723905724
Narendrapur,3 BHK,1397.0,3.0,104.0,3,7444.523979957051
Narendrapur,2 Bedroom,1000.0,2.0,57.0,2,5700.0
Narendrapur,2 BHK,1183.0,2.0,59.74,2,5049.873203719358
Narendrapur,3 BHK,1758.0,3.0,133.0,3,7565.415244596132
Narendrapur,2 Bedroom,675.0,3.0,52.0,2,7703.7037037037035
Narendrapur,2 BHK,1055.0,2.0,57.63,2,5462.559241706161
Narendrapur,3 BHK,1918.0,3.0,129.0,3,6725.7559958289885
Narendrapur,2 BHK,1027.0,2.0,43.0,2,4186.952288218111
Narendrapur,3 BHK,1250.0,3.0,40.0,3,3200.0
Narendrapur,3 BHK,1470.0,3.0,62.0,3,4217.687074829932
Narendrapur,2 BHK,1330.0,2.0,78.0,2,5864.661654135339
Narendrapur,3 BHK,1282.0,2.0,52.43,3,4089.703588143526
Narendrapur,2 BHK,1275.0,2.0,65.0,2,5098.0392156862745
Narendrapur,2 BHK,900.0,2.0,70.0,2,7777.777777777777
Narendrapur,2 BHK,1224.0,2.0,39.2,2,3202.614379084968
Narendrapur,2 BHK,1135.0,2.0,43.0,2,3788.546255506608
Narendrapur,2 BHK,1050.0,2.0,52.1,2,4961.9047619047615
Narendrapur,3 BHK,1535.0,3.0,86.0,3,5602.605863192182
Narendrapur,3 BHK,1868.0,3.0,135.0,3,7226.980728051391
Narendrapur,4 Bedroom,3416.5,6.0,143.0,4,4185.570027806234
Narendrapur,4 BHK,3216.0,4.0,226.0,4,7027.363184079602
Narendrapur,4 BHK,2462.0,4.0,124.0,4,5036.555645816409
Narendrapur,2 BHK,1300.0,2.0,109.0,2,8384.615384615385
Narendrapur,2 BHK,1300.0,2.0,102.0,2,7846.153846153846
Narendrapur,3 BHK,1512.0,3.0,123.0,3,8134.920634920635
Narendrapur,3 BHK,1053.4,3.0,88.91,3,8440.288589329788
Narendrapur,1 BHK,605.0,1.0,41.745,1,6899.999999999999
Narendrapur,2 BHK,1153.0,2.0,65.0,2,5637.467476149176
Narendrapur,2 Bedroom,2080.0,2.0,150.0,2,7211.538461538462
Narendrapur,2 BHK,1255.0,2.0,69.0,2,5498.00796812749
Narendrapur,2 BHK,1075.0,2.0,52.43,2,4877.209302325581
Narendrapur,2 BHK,1000.0,2.0,68.0,2,6800.0
Narendrapur,3 BHK,1410.0,2.0,52.17,3,3700.0
Narendrapur,2 BHK,1109.0,2.0,41.49,2,3741.2082957619477
Narendrapur,2 BHK,1350.0,2.0,89.0,2,6592.592592592592
Narendrapur,3 Bedroom,1200.0,3.0,67.77,3,5647.5
Narendrapur,3 BHK,1500.0,2.0,78.0,3,5200.0
Narendrapur,2 BHK,1340.0,2.0,77.0,2,5746.268656716418
Narendrapur,2 BHK,1155.0,2.0,46.0,2,3982.683982683983
Narendrapur,2 BHK,1140.0,2.0,38.65,2,3390.3508771929824
Narendrapur,3 BHK,1300.0,2.0,63.0,3,4846.153846153846
Narendrapur,2 BHK,1051.0,2.0,60.0,2,5708.848715509039
Narendrapur,2 BHK,1134.0,2.0,45.36,2,4000.0
Narendrapur,4 Bedroom,2300.0,4.0,200.0,4,8695.652173913044
Narendrapur,2 BHK,1210.0,2.0,76.0,2,6280.99173553719
Narendrapur,2 BHK,1351.0,2.0,77.0,2,5699.481865284974
Narendrapur,3 BHK,1636.0,3.0,119.0,3,7273.838630806846
Narendrapur,2 BHK,1464.0,2.0,56.0,2,3825.136612021858
Narendrapur,2 BHK,1339.0,2.0,62.0,2,4630.321135175504
Narendrapur,3 BHK,2370.0,4.0,195.0,3,8227.848101265823
Narendrapur,2 BHK,1010.0,2.0,55.0,2,5445.544554455446
Narendrapur,2 BHK,1145.0,2.0,75.0,2,6550.218340611354
Narendrapur,3 Bedroom,2111.0,4.0,120.0,3,5684.509711037423
Narendrapur,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
Narendrapur,2 BHK,1130.0,2.0,52.0,2,4601.769911504425
Narendrapur,3 BHK,1200.0,2.0,75.0,3,6250.0
Narendrapur,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
Narendrapur,1 BHK,670.0,1.0,35.0,1,5223.880597014925
Narendrapur,2 BHK,1349.0,2.0,97.8,2,7249.814677538918
Narendrapur,2 BHK,1216.0,2.0,69.06,2,5679.276315789473
Narendrapur,3 BHK,2145.0,3.0,190.0,3,8857.808857808857
Narendrapur,2 BHK,957.0,2.0,53.0,2,5538.1400208986415
Narendrapur,2 BHK,1312.0,2.0,55.0,2,4192.073170731707
Narendrapur,3 BHK,1615.0,3.0,115.0,3,7120.743034055728
Narendrapur,2 BHK,620.0,2.0,23.0,2,3709.6774193548385
Narendrapur,2 Bedroom,1020.0,2.0,62.0,2,6078.431372549019
Narendrapur,2 Bedroom,600.0,2.0,35.0,2,5833.333333333333
Narendrapur,2 BHK,1165.0,2.0,47.0,2,4034.3347639484978
Narendrapur,2 BHK,1175.0,2.0,69.0,2,5872.340425531915
Narendrapur,3 BHK,1740.0,3.0,55.0,3,3160.919540229885
Narendrapur,3 BHK,1241.0,2.0,61.0,3,4915.390813859791
Narendrapur,3 BHK,1525.84,3.0,117.0,3,7667.90751323861
Narendrapur,4 Bedroom,2600.0,3.0,95.0,4,3653.846153846154
Narendrapur,3 Bedroom,2556.0,3.0,169.0,3,6611.89358372457
Narendrapur,2 BHK,1200.0,2.0,37.0,2,3083.3333333333335
Narendrapur,3 BHK,1766.0,3.0,130.0,3,7361.268403171008
Narendrapur,1 BHK,614.5,1.0,30.715,1,4998.372660699756
Narendrapur,3 BHK,1451.0,2.0,52.43,3,3613.370089593384
Narendrapur,3 BHK,2127.0,3.0,135.0,3,6346.967559943582
Narendrapur,3 BHK,1450.0,3.0,62.4,3,4303.448275862069
Narendrapur,4 BHK,2010.0,3.0,115.0,4,5721.393034825871
Narendrapur,2 BHK,1330.0,2.0,93.0,2,6992.481203007519
Narendrapur,4 BHK,2100.0,4.0,150.0,4,7142.857142857143
Narendrapur,7 Bedroom,2700.0,4.0,160.0,7,5925.925925925926
Narendrapur,1 BHK,602.0,1.0,26.0,1,4318.936877076412
Narendrapur,2 BHK,1151.0,2.0,49.0,2,4257.167680278019
Narendrapur,6 Bedroom,3600.0,6.0,303.0,6,8416.666666666666
Narendrapur,3 BHK,1850.0,2.0,88.0,3,4756.756756756757
Narendrapur,2 BHK,1232.0,2.0,89.0,2,7224.025974025974
Narendrapur,3 BHK,1476.0,3.0,125.0,3,8468.834688346884
Narendrapur,2 BHK,1225.0,2.0,47.0,2,3836.734693877551
Narendrapur,4 Bedroom,3400.0,4.0,190.0,4,5588.235294117647
Narendrapur,2 BHK,1160.0,2.0,45.0,2,3879.310344827586
Narendrapur,4 BHK,1863.0,3.0,105.0,4,5636.070853462158
Narendrapur,3 BHK,1914.0,3.0,149.0,3,7784.743991640544
Narendrapur,3 BHK,1662.0,3.0,90.0,3,5415.162454873646
Narendrapur,3 BHK,1556.0,3.0,86.0,3,5526.9922879177375
Narendrapur,3 BHK,1455.0,2.0,98.0,3,6735.395189003437
Narendrapur,2 BHK,1250.0,2.0,58.0,2,4640.0
Narendrapur,3 BHK,1075.0,2.0,42.0,3,3906.9767441860463
Narendrapur,3 BHK,1420.0,2.0,46.0,3,3239.43661971831
Narendrapur,2 BHK,1200.0,2.0,79.0,2,6583.333333333333
Narendrapur,2 BHK,1306.0,2.0,44.17,2,3382.08269525268
Narendrapur,1 BHK,610.0,1.0,39.0,1,6393.44262295082
Narendrapur,2 BHK,625.0,2.0,24.0,2,3840.0
Narendrapur,2 BHK,1120.0,2.0,53.76,2,4800.0
Narendrapur,3 BHK,1765.0,3.0,80.0,3,4532.57790368272
Narendrapur,2 BHK,1186.0,2.0,65.0,2,5480.607082630691
Narendrapur,3 BHK,2254.0,3.0,153.0,3,6787.93256433008
Narendrapur,3 BHK,2990.0,5.0,210.0,3,7023.411371237458
Narendrapur,3 BHK,1710.0,2.0,90.63,3,5300.0
Nayabad,2 Bedroom,1050.0,1.0,56.0,2,5333.333333333333
Nayabad,3 BHK,2225.0,2.0,125.0,3,5617.9775280898875
Nayabad,3 BHK,1240.0,2.0,62.0,3,5000.0
Nayabad,2 BHK,775.0,2.0,38.0,2,4903.225806451613
Nayabad,2 BHK,1000.0,2.0,50.0,2,5000.0
Nayabad,3 BHK,1508.0,3.0,70.25,3,4658.488063660478
Nayabad,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Nayabad,4 BHK,3467.86,6.0,249.0,4,7180.220654813054
Nayabad,3 Bedroom,1500.0,3.0,130.0,3,8666.666666666666
Nayabad,4 BHK,2090.0,4.0,95.1,4,4550.239234449761
Nayabad,3 BHK,1519.0,3.0,93.0,3,6122.448979591837
Nayabad,2 BHK,1146.0,2.0,70.0,2,6108.202443280978
Nayabad,2 BHK,1207.0,2.0,63.0,2,5219.552609776305
Nayabad,3 BHK,1294.0,2.0,48.0,3,3709.4281298299848
Nayabad,3 BHK,1580.0,3.0,75.0,3,4746.835443037975
Nayabad,3 BHK,1450.0,2.0,135.0,3,9310.344827586207
Nayabad,3 BHK,1550.0,3.0,110.0,3,7096.774193548387
Nayabad,3 BHK,1852.0,3.0,160.0,3,8639.308855291576
Nayabad,2 Bedroom,1350.0,1.0,100.0,2,7407.407407407408
Nayabad,2 BHK,1424.0,2.0,90.0,2,6320.224719101124
Nayabad,3 BHK,1398.0,3.0,68.0,3,4864.0915593705295
Nayabad,3 BHK,1322.0,2.0,58.82,3,4449.3192133131615
Nayabad,2 BHK,1100.0,2.0,55.0,2,5000.0
Nayabad,3 BHK,1285.0,2.0,68.0,3,5291.828793774319
Nayabad,2 BHK,1080.0,2.0,37.0,2,3425.925925925926
Nayabad,2 BHK,824.0,2.0,60.0,2,7281.553398058252
Nayabad,3 BHK,1875.0,3.0,167.0,3,8906.666666666666
Nayabad,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Nayabad,3 BHK,1330.0,2.0,47.0,3,3533.8345864661655
Nayabad,3 BHK,1837.0,3.0,145.0,3,7893.304300489929
Nayabad,2 BHK,750.0,2.0,25.0,2,3333.3333333333335
Nayabad,3 BHK,1929.0,4.0,103.0,3,5339.554173146708
Nayabad,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
Nayabad,2 BHK,1200.0,2.0,35.0,2,2916.6666666666665
Nayabad,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
Nayabad,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Nayabad,2 BHK,1180.0,2.0,100.0,2,8474.57627118644
Nayabad,3 BHK,1800.0,3.0,150.0,3,8333.333333333334
Nayabad,3 BHK,2250.0,3.0,195.0,3,8666.666666666666
Nayabad,2 BHK,1149.0,2.0,75.0,2,6527.415143603133
Nayabad,3 BHK,1665.0,3.0,70.0,3,4204.204204204204
Nayabad,4 Bedroom,4051.0,4.0,345.0,4,8516.415699827203
Nayabad,3 BHK,1447.0,3.0,80.0,3,5528.6800276434005
Nayabad,2 BHK,1012.0,2.0,75.0,2,7411.067193675889
Nayabad,3 BHK,1900.0,3.0,60.0,3,3157.8947368421054
Nayabad,2 BHK,1308.0,2.0,92.66,2,7084.0978593272175
Nayabad,4 BHK,3250.0,4.0,230.0,4,7076.923076923077
Nayabad,4 BHK,2268.0,3.0,146.0,4,6437.389770723104
Nayabad,2 BHK,858.0,2.0,31.57,2,3679.4871794871797
Nayabad,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
Nayabad,4 Bedroom,4827.0,4.0,400.0,4,8286.720530350114
Nayabad,3 BHK,1265.0,2.0,65.0,3,5138.339920948617
Netaji Nagar,1 BHK,416.0,1.0,18.5,1,4447.115384615385
Netaji Nagar,2 BHK,656.0,2.0,22.0,2,3353.6585365853657
Netaji Nagar,2 BHK,1130.0,2.0,32.64,2,2888.495575221239
Netaji Nagar,2 Bedroom,2400.0,2.0,95.0,2,3958.3333333333335
Netaji Nagar,2 BHK,1440.0,2.0,60.0,2,4166.666666666667
Netaji Nagar,3 BHK,1329.0,2.0,45.95,3,3457.486832204665
Netaji Nagar,2 BHK,1063.0,2.0,31.9,2,3000.9407337723424
Netaji Nagar,3 BHK,1762.0,3.0,110.0,3,6242.905788876277
Netaji Nagar,2 BHK,1240.0,2.0,43.79,2,3531.451612903226
Netaji Nagar,2 BHK,1215.0,2.0,40.0,2,3292.1810699588477
Netaji Nagar,2 BHK,1274.0,2.0,70.0,2,5494.505494505494
Netaji Nagar,3 BHK,1400.0,2.0,67.0,3,4785.714285714285
Netaji Nagar,2 BHK,1314.0,2.0,68.2,2,5190.258751902587
Netaji Nagar,4 BHK,4000.0,4.0,220.0,4,5500.0
Netaji Nagar,2 BHK,1112.0,2.0,88.0,2,7913.669064748202
Netaji Nagar,3 BHK,2065.0,3.0,130.0,3,6295.399515738499
Netaji Nagar,3 BHK,2159.0,3.0,110.0,3,5094.951366373321
New Alipore,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
New Alipore,6 Bedroom,3600.0,6.0,141.0,6,3916.6666666666665
New Alipore,1 BHK,589.0,1.0,27.0,1,4584.040747028863
New Alipore,4 BHK,1664.0,4.0,65.0,4,3906.25
New Alipore,3 BHK,1400.0,2.0,95.0,3,6785.714285714285
New Alipore,1 BHK,630.0,1.0,40.0,1,6349.206349206349
New Alipore,3 BHK,1600.0,3.0,52.0,3,3250.0
New Alipore,2 BHK,1006.0,2.0,35.0,2,3479.1252485089462
New Alipore,2 BHK,1239.0,2.0,53.0,2,4277.643260694108
New Alipore,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
New Alipore,2 BHK,1206.0,2.0,75.0,2,6218.905472636816
New Alipore,3 BHK,1480.0,3.0,90.0,3,6081.081081081081
New Alipore,1 BHK,686.0,1.0,62.5,1,9110.787172011662
New Alipore,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
New Alipore,3 BHK,1718.0,3.0,90.2,3,5250.291036088475
New Alipore,3 Bedroom,1200.0,3.0,95.0,3,7916.666666666667
New Alipore,4 BHK,2172.65,3.0,120.0,4,5523.208984419948
New Alipore,2 BHK,1045.0,2.0,60.0,2,5741.626794258374
New Alipore,2 BHK,1020.07,2.0,68.38,2,6703.461527150097
New Alipore,2 BHK,1089.0,2.0,45.0,2,4132.231404958678
New Alipore,4 BHK,1884.0,4.0,120.0,4,6369.426751592357
New Alipore,2 BHK,1079.0,2.0,41.0,2,3799.8146431881373
New Alipore,4 Bedroom,4818.0,4.0,390.0,4,8094.64508094645
New Alipore,2 BHK,1185.0,2.0,85.0,2,7172.995780590717
New Alipore,3 BHK,2372.0,3.0,140.0,3,5902.192242833053
New Alipore,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
New Alipore,3 Bedroom,1500.0,3.0,121.0,3,8066.666666666667
New Alipore,2 BHK,1280.0,2.0,49.75,2,3886.71875
New Alipore,2 Bedroom,4200.0,1.0,160.0,2,3809.5238095238096
New Alipore,3 BHK,1365.0,2.0,75.08,3,5500.3663003663005
New Alipore,2 BHK,1070.0,2.0,42.8,2,4000.0
New Alipore,2 BHK,1255.0,2.0,66.0,2,5258.964143426295
New Alipore,2 BHK,1263.0,2.0,107.0,2,8471.892319873317
New Alipore,3 BHK,1922.0,3.0,106.0,3,5515.088449531738
New Alipore,3 BHK,1850.0,3.0,90.0,3,4864.864864864865
New Alipore,2 Bedroom,1200.0,2.0,63.0,2,5250.0
New Alipore,2 BHK,1146.0,2.0,38.0,2,3315.8813263525303
New Alipore,1 BHK,615.0,1.0,24.0,1,3902.439024390244
New Alipore,3 BHK,1800.0,3.0,80.0,3,4444.444444444444
New Alipore,2 BHK,1058.0,2.0,85.0,2,8034.026465028355
New Alipore,3 BHK,1550.0,2.0,79.0,3,5096.774193548387
New Alipore,2 BHK,1113.0,2.0,50.0,2,4492.36298292902
New Alipore,2 BHK,1225.0,2.0,47.0,2,3836.734693877551
New Alipore,2 BHK,918.0,2.0,49.0,2,5337.690631808279
New Alipore,3 BHK,1150.0,2.0,49.9,3,4339.130434782609
New Alipore,3 BHK,1255.0,3.0,77.68,3,6189.641434262949
New Alipore,2 BHK,1198.0,2.0,82.0,2,6844.741235392321
New Alipore,2 Bedroom,1180.0,2.0,74.0,2,6271.186440677966
New Alipore,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
New Alipore,1 BHK,750.0,1.0,52.5,1,7000.0
New Alipore,2 Bedroom,900.0,2.0,65.0,2,7222.222222222223
New Alipore,3 BHK,1430.0,2.0,54.5,3,3811.188811188811
New Alipore,2 Bedroom,1200.0,2.0,53.0,2,4416.666666666667
New Alipore,1 BHK,530.0,1.0,29.44,1,5554.7169811320755
New Alipore,2 BHK,1146.0,2.0,53.8,2,4694.5898778359515
New Alipore,3 BHK,1630.0,3.0,95.1,3,5834.355828220859
New Alipore,4 BHK,4075.0,5.0,226.0,4,5546.01226993865
New Alipore,3 BHK,1550.0,3.0,72.5,3,4677.419354838709
New Alipore,2 BHK,1100.0,1.0,55.0,2,5000.0
New Alipore,3 BHK,2075.0,3.0,115.0,3,5542.168674698795
New Alipore,3 BHK,2968.0,3.0,225.0,3,7580.8625336927225
New Town,2 BHK,1200.0,2.0,51.0,2,4250.0
New Town,2 BHK,1000.0,2.0,38.0,2,3800.0
New Town,1 RK,510.0,1.0,25.25,1,4950.980392156863
New Town,3 BHK,1075.0,2.0,35.0,3,3255.813953488372
New Town,3 BHK,1760.0,2.0,123.0,3,6988.636363636364
New Town,1 BHK,600.0,1.0,38.0,1,6333.333333333333
New Town,2 BHK,1270.0,2.0,50.0,2,3937.0078740157483
New Town,3 BHK,1600.0,2.0,75.0,3,4687.5
New Town,3 Bedroom,4395.0,3.0,240.0,3,5460.750853242321
New Town,2 BHK,1240.0,2.0,70.0,2,5645.1612903225805
New Town,3 BHK,2089.0,3.0,140.0,3,6701.771182383915
New Town,2 BHK,1326.0,2.0,78.0,2,5882.35294117647
New Town,2 BHK,1000.0,2.0,70.0,2,7000.0
New Town,4 Bedroom,2894.0,4.0,245.0,4,8465.791292328957
New Town,3 BHK,1330.0,2.0,48.0,3,3609.0225563909776
New Town,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
New Town,3 Bedroom,2400.0,2.0,150.0,3,6250.0
New Town,2 BHK,1260.0,2.0,66.78,2,5300.0
New Town,3 Bedroom,2497.0,3.0,140.0,3,5606.728073688426
New Town,2 BHK,945.0,2.0,54.0,2,5714.285714285715
New Town,2 BHK,1500.0,2.0,78.0,2,5200.0
New Town,3 BHK,1870.0,3.0,110.0,3,5882.35294117647
New Town,2 BHK,1167.0,2.0,43.76,2,3749.7857754927163
New Town,3 BHK,1400.0,3.0,56.0,3,4000.0
New Town,2 BHK,980.0,2.0,48.0,2,4897.959183673469
New Town,2 BHK,1285.0,2.0,82.0,2,6381.322957198444
New Town,3 BHK,912.0,2.0,70.0,3,7675.438596491228
New Town,2 BHK,984.0,2.0,44.28,2,4500.0
New Town,2 BHK,1080.0,2.0,72.0,2,6666.666666666667
New Town,3 BHK,1664.0,2.0,73.95,3,4444.110576923077
New Town,3 BHK,2026.0,3.0,132.0,3,6515.301085883514
New Town,2 BHK,1210.0,2.0,80.9,2,6685.950413223141
New Town,4 Bedroom,4111.0,4.0,250.0,4,6081.24543906592
New Town,3 BHK,1762.0,3.0,91.45,3,5190.124858115778
New Town,3 BHK,1252.0,3.0,55.0,3,4392.97124600639
New Town,3 BHK,1280.0,2.0,56.0,3,4375.0
New Town,2 BHK,1084.0,2.0,50.0,2,4612.546125461255
New Town,2 BHK,1017.0,2.0,51.25,2,5039.331366764995
New Town,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
New Town,2 BHK,1069.0,2.0,45.0,2,4209.541627689429
New Town,2 BHK,1349.0,2.0,98.2,2,7279.466271312083
New Town,2 BHK,1005.0,2.0,50.0,2,4975.124378109453
New Town,2 BHK,1417.0,2.0,75.0,2,5292.87226534933
New Town,3 Bedroom,1475.0,3.0,98.0,3,6644.067796610169
New Town,2 BHK,950.0,2.0,47.0,2,4947.368421052632
New Town,4 BHK,2000.0,4.0,120.0,4,6000.0
New Town,4 BHK,1863.0,3.0,104.0,4,5582.393988191089
New Town,3 BHK,1425.0,2.0,70.0,3,4912.2807017543855
New Town,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
New Town,3 BHK,1847.0,3.0,105.0,3,5684.89442338928
New Town,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
New Town,2 BHK,1000.0,2.0,67.0,2,6700.0
