location,size,total_sqft,bath,price
Behala,3 BHK,1350,3.0,58.0
Ballygunge,2 BHK,900,2.0,46.0
Ballygunge,3 BHK,1300,2.0,52.0
Bansdroni,3 BHK,1190,3.0,55.0
Behala,3 BHK,1495,2.0,75.0
Sant Nagar,2 BHK,1224,2.0,105.0
Sant Nagar,3 BHK,1350,2.0,68.0
Keshtopur,2 BHK,940,2.0,56.8
Hussainpur,2 BHK,1100,2.0,55.0
Behala,2 BHK,1300,2.0,61.0
Garia,3 BHK,1480,2.0,145.0
Budge Budge,2 BHK,1105,2.0,46.37
Behala,3 Bedroom,2600,3.0,200.0
Murali,3 BHK,1517,3.0,76.3
Garia,6 Bedroom,3800,8.0,200.0
Garia,3 BHK,1615,3.0,89.75
Sonarpur,3 BHK,1500,3.0,65.0
Behala,3 BHK,1082,3.0,50.5
Budge Budge,2 BHK,1365,2.0,73.0
New Town,2 BHK,1000,2.0,25.0
New Town,2 BHK,1392,2.0,98.0
New Town,2 BHK,1086,2.0,33.66
New Town,3 BHK,1586,3.0,93.94
New Town,2 BHK,1100,2.0,60.0
Sodepur,2 BHK,1065,2.0,30.75
Keshtopur,3 Bedroom,1500,2.0,120.0
New Town,3 BHK,1575,2.0,120.0
New Town,3 BHK,1975,3.0,123.0
Boral,2 BHK,820,2.0,24.0
New Town,3 BHK,1745,3.0,110.0
Behala,2 BHK,1223,2.0,60.0
Kamalgazi,3 BHK,1200,2.0,65.0
Sodepur,2 BHK,1200,2.0,90.0
Behala,1 BHK,665,1.0,46.08
Joka,2 BHK,1351,2.0,70.0
Joka,3 BHK,1355,3.0,83.87
Joka,3 BHK,3900,3.0,300.0
Thakurpukur,3 BHK,1588,3.0,75.55
Garia,2 BHK,900,2.0,60.0
Ultadanga,3 Bedroom,440,3.0,50.0
Ultadanga,4 Bedroom,3385,4.0,260.0
Keshtopur,3 BHK,1370,2.0,75.0
Keshtopur,3 Bedroom,1500,3.0,71.8
New Town,3 BHK,2280,3.0,285.0
Barisha Purba Para Road,3 BHK,1100,3.0,53.0
Narendrapur,2 BHK,1247,2.0,53.0
Kustia,3 BHK,2000,3.0,200.0
New Alipore,2 BHK,1020.07,2.0,68.38
New Town,3 BHK,1033,2.0,32.0
Barisha Purba Para Road,3 BHK,1460,2.0,73.0
Ballygunge,2 BHK,1150,2.0,52.8
Botanical Garden Area,5 BHK,5965,5.0,385.0
Keshtopur,2 BHK,1141,2.0,46.0
Garia,4 BHK,2806 - 3019,6.0,125.5
Budge Budge,4 Bedroom,4200,4.0,325.0
Budge Budge,3 BHK,1665,2.0,125.0
New Town,2 BHK,1295,2.0,64.0
New Town,2 BHK,1230,2.0,78.0
birati,3 BHK,1080,2.0,75.0
Patuli,2 BHK,1000,2.0,60.0
Haltu,3 BHK,2400,2.0,50.0
Haltu,1 BHK,613 - 648,1.0,32.79
Haltu,3 BHK,1708,3.0,75.0
Haltu,3 BHK,1697,3.0,115.0
Haltu,4 BHK,3537,5.0,210.0
Haltu,1 BHK,615,1.0,28.29
Haltu,3 BHK,1350,2.0,83.0
Garia,3 BHK,1430 - 1630,,66.4
Garia,2 BHK,1083,2.0,32.49
Garia,3 BHK,1460,2.0,65.0
Garia,2 BHK,1084,2.0,58.0
Keshtopur,2 BHK,1035,2.0,41.43
Baguiati,3 BHK,2400,2.0,150.0
Garia,1 BHK,460,1.0,21.0
Keshtopur,5 BHK,950,5.0,90.0
Paschim Putiary,2 BHK,1285,2.0,55.9
Behala,19 BHK,2000,16.0,490.0
Budge Budge,3 Bedroom,1200,3.0,78.0
New Town,2 BHK,1070,2.0,35.0
New Town,3 BHK,1801,3.0,140.0
New Town,3 BHK,1697,3.0,115.0
New Town,2 BHK,1199,2.0,65.0
Keshtopur,3 BHK,2300,3.0,220.0
Boral,3 BHK,1340,2.0,64.31
New Town,4 BHK,3800,4.0,205.0
Sodepur,5 Bedroom,600,5.0,50.0
New Town,2 BHK,1125,2.0,75.0
Garia,2 Bedroom,1200,2.0,67.0
New Town,2 BHK,1050,2.0,41.0
Garia,2 BHK,956,2.0,49.0
Narendrapur,2 BHK,1000,2.0,30.0
Haltu,3 BHK,1596,3.0,95.0
Haltu,6 Bedroom,1200,5.0,150.0
Haltu,2 BHK,1296,2.0,89.06
Haltu,6 Bedroom,1200,7.0,170.0
Haltu,3 BHK,1639,3.0,123.0
Haltu,2 BHK,1219,2.0,61.25
Haltu,3 BHK,1200,3.0,50.0
Garia,2 BHK,1218,2.0,73.0
Garia,2 BHK,920,2.0,37.0
Garia,3 BHK,2559,3.0,141.0
Garia,1 BHK,525,1.0,26.0
Keshtopur,3 BHK,1427,2.0,48.51
Baguiati,3 BHK,1270,3.0,45.0
Garia,2 BHK,920,2.0,65.0
Keshtopur,4 Bedroom,2700,3.0,68.0
Paschim Putiary,3 BHK,1740,3.0,199.0
Garia,3 BHK,1355,2.0,40.0
Garia,3 BHK,1530,2.0,90.0
Rajpur,3 BHK,1372,2.0,90.0
Keshtopur,4 BHK,2363,5.0,120.0
Rajarhat,4 BHK,3895,4.0,220.0
Patuli,3 BHK,1950,3.0,131.0
Keshtopur,2 BHK,885,2.0,40.0
Keshtopur,2 BHK,600,2.0,27.0
Garia,5 Bedroom,1270,4.0,128.0
Keshtopur,2 Bedroom,1380,2.0,225.0
Garia,2 BHK,1339,2.0,62.0
New Town,2 BHK,1130,2.0,36.0
Garia,2 BHK,1085,2.0,43.0
Tangra,3 BHK,1430,3.0,72.0
Rishra,4 BHK,1451.5,4.0,121.0
Budge Budge,5 BHK,6200,5.0,720.0
Maheshtala,3 BHK,1490,2.0,59.6
Haltu,4 BHK,1650,4.0,99.0
Keshtopur,2 BHK,1286,2.0,57.0
Keshtopur,2 BHK,925,2.0,63.0
Garia,4 BHK,3016,4.0,230.0
Keshtopur,2 BHK,1000,2.0,44.0
Garia,2 BHK,1215,2.0,39.0
Narendrapur,4 Bedroom,1200,3.0,95.0
N S C Bose Road,2 BHK,1336,2.0,100.0
N S C Bose Road,1 BHK,673,1.0,36.85
Salt Lake City,2 Bedroom,1200,2.0,58.0
Salt Lake City,6 Bedroom,600,7.0,63.0
Salt Lake City,3 BHK,1600,3.0,160.0
Salt Lake City,2 Bedroom,1200,2.0,79.0
Salt Lake City,6 Bedroom,2480,4.0,750.0
Salt Lake City,3 BHK,2500,3.0,270.0
Salt Lake City,5 Bedroom,2400,5.0,100.0
Tollygunge,2 BHK,1143,2.0,65.0
Tollygunge,2 BHK,1470,2.0,61.74
Panchpota,4 Bedroom,1584,3.0,145.0
Panchpota,3 BHK,1785,3.0,94.0
Panchpota,3 BHK,2292,3.0,286.0
Garia,3 BHK,1460,3.0,71.0
Pancha Sayar,3 BHK,1500,2.0,80.0
Garia,5 Bedroom,1200,4.0,140.0
New Town,5 BHK,3300,3.0,250.0
New Town,2 BHK,1230,2.0,48.0
New Town,1 BHK,650,1.0,20.0
Salt Lake City,2 BHK,1480,2.0,120.0
Salt Lake City,2 BHK,1220,2.0,43.92
Salt Lake City,3 BHK,1570,3.0,115.0
Salt Lake City,3 BHK,3000,3.0,400.0
Salt Lake City,3 BHK,1665,3.0,86.91
Salt Lake City,3 Bedroom,1350,3.0,380.0
Salt Lake City,4 Bedroom,4000,5.0,600.0
Salt Lake City,2 Bedroom,1100,2.0,68.0
Tollygunge,3 BHK,1350,2.0,87.01
Tollygunge,3 BHK,1719,3.0,116.0
Tollygunge,1 BHK,664,1.0,35.0
Belghoria,2 BHK,1011,2.0,50.53
New Town,6 Bedroom,2400,6.0,130.0
New Town,3 BHK,1680,3.0,85.0
New Town,2 BHK,704 - 730,2.0,49.475
New Town,4 Bedroom,700,4.0,110.0
New Town,3 BHK,1520,2.0,150.0
New Town,3 BHK,1350,2.0,53.0
New Town,3 BHK,1760,3.0,150.0
New Town,2 BHK,875,2.0,33.0
New Town,2 BHK,1231,2.0,48.0
New Town,2 BHK,1174,2.0,74.0
New Town,3 BHK,1560,3.0,75.0
New Town,2 BHK,1464,2.0,56.0
New Town,3 Bedroom,2200,3.0,130.0
New Town,2 BHK,850,2.0,55.0
New Town,3 BHK,1750,3.0,180.0
Tollygunge,3 BHK,2024,3.0,157.0
Tollygunge,2 Bedroom,1500,1.0,160.0
Tollygunge,6 Bedroom,2100,6.0,275.0
Tollygunge,3 BHK,2408,4.0,260.0
Tollygunge,2 BHK,1080,2.0,44.0
Tollygunge,3 BHK,2070,3.0,225.0
Tollygunge,2 BHK,1020,2.0,29.46
Tollygunge,3 BHK,1500,2.0,55.0
Tollygunge,4 Bedroom,1575,5.0,158.0
Tollygunge,4 Bedroom,3250,4.0,180.0
Tollygunge,2 BHK,1175,2.0,47.0
Tollygunge,2 BHK,1030,2.0,34.5
Tollygunge,2 BHK,1440,2.0,115.0
Chinar Park,2 BHK,1500,2.0,84.0
Tollygunge,1 Bedroom,1380,1.0,62.1
Tollygunge,2 BHK,1200,2.0,50.0
Tollygunge,1 BHK,705,1.0,36.5
Lake Town,3 BHK,2240,5.0,155.0
New Town,3 BHK,1584.01,3.0,103.0
New Town,3 BHK,1340,3.0,77.0
New Town,3 BHK,1800,3.0,70.0
New Town,2 BHK,1200,2.0,45.0
New Town,1 BHK,685,1.0,40.0
New Town,2 BHK,925,2.0,42.0
New Town,2 BHK,1230,2.0,57.0
New Town,5 Bedroom,1200,5.0,185.0
New Town,2 BHK,1125,2.0,52.0
New Town,2 BHK,1100,2.0,54.0
New Town,3 Bedroom,2400,3.0,149.0
New Town,3 BHK,1400,2.0,41.58
New Town,7 Bedroom,1200,7.0,225.0
New Town,3 BHK,1858,3.0,98.3
New Town,1 Bedroom,1260,1.0,41.0
Tollygunge,4 BHK,3530,4.0,290.0
Tollygunge,2 BHK,1185,2.0,60.0
Tollygunge,2 Bedroom,1200,2.0,216.0
Tollygunge,2 BHK,1255,2.0,58.0
Tollygunge,4 BHK,3436,6.0,475.0
Tollygunge,3 BHK,1335,3.0,89.0
Tollygunge,3 BHK,1999,3.0,132.0
Tollygunge,2 Bedroom,1200,2.0,125.0
Tollygunge,3 BHK,1397,3.0,110.0
Tollygunge,10 Bedroom,1200,10.0,105.0
Tollygunge,4 BHK,3950,4.0,450.0
Tollygunge,2 Bedroom,1200,2.0,130.0
Tollygunge,3 Bedroom,1616,3.0,95.0
Tollygunge,8 Bedroom,1200,7.0,350.0
Tollygunge,4 Bedroom,1270,2.0,175.0
Tollygunge,2 BHK,1140,2.0,38.55
Narendrapur,1 BHK,525,1.0,30.0
Rajarhat,3 Bedroom,1200,2.0,98.0
Sodepur,1 Bedroom,700,1.0,162.0
Lake Town,2 BHK,1205.47,2.0,81.0
Madurdaha,3 Bedroom,1200,3.0,130.0
Jadavpur,3 BHK,1700,3.0,75.0
Jadavpur,5 Bedroom,750,4.0,62.0
Tollygunge,2 BHK,1090,2.0,54.54
Lake Town,4 BHK,3600,5.0,220.0
Konnagar,1 BHK,2400,1.0,650.0
Tollygunge,1 BHK,923,1.0,60.84
purbalok,4 BHK,3595,6.0,360.0
Tollygunge,2 BHK,1050,2.0,48.0
Bijoygarh,2 BHK,1495,2.0,79.5
Bijoygarh,3 BHK,1482 - 1846,,93.865
Narendrapur,3 BHK,1485,3.0,85.0
New Town,3 BHK,1033,2.0,31.5
Howrah,3 BHK,1400,2.0,48.0
Rajarhat,1 Bedroom,500,1.0,70.0
Rajarhat,2 BHK,944,2.0,35.0
Rajarhat,5 Bedroom,3250,5.0,290.0
New Town,2 BHK,1216,2.0,66.48
New Town,2 BHK,1100,2.0,39.5
New Town,3 BHK,1743,3.0,93.25
Behala,2 BHK,1274,2.0,48.42
Ganguly Bagan,3 BHK,2500,3.0,425.0
New Barrackpur,3 BHK,1512,2.0,110.0
Patuli,4 BHK,3100,5.0,385.0
Tollygunge,3 BHK,1650,3.0,100.0
Mukundapur,3 BHK,1875,3.0,55.0
Rajarhat,3 BHK,1350,3.0,54.0
New Town,2 BHK,1219,2.0,40.0
Rajarhat,4 Bedroom,1200,4.0,150.0
Barisha Purba Para Road,3 Bedroom,2400,3.0,85.0
Dhapa,2 BHK,1141,2.0,44.4
Tangra,2 BHK,1151,2.0,43.1
Garia,3 Bedroom,832,3.0,77.0
Howrah,2 BHK,915,2.0,38.0
kalikapur,3 Bedroom,3259,3.0,270.0
Behala,2 BHK,1115,2.0,65.12
Behala,3 BHK,2072,4.0,139.0
Rajarhat,2 BHK,1200,2.0,53.0
Mukundapur,2 BHK,1300,2.0,65.0
Tollygunge,2 BHK,1457,2.0,85.0
Keshtopur,2 BHK,1262,2.0,55.0
Maheshtala,4 Bedroom,1196,3.0,150.0
Bansdroni,2 BHK,900,2.0,22.5
Rajbari,1 BHK,420,1.0,17.0
New Barrackpore,2 BHK,1160,2.0,46.39
Tangra,2 BHK,1115,2.0,50.0
Tangra,3 BHK,1315,2.0,85.4
Tangra,2 BHK,1500,2.0,57.0
Tangra,2 BHK,1127,2.0,68.0
Narendrapur,3 BHK,1397,3.0,104.0
Tangra,2 BHK,1173,2.0,60.0
Sarada Pally,2 BHK,1090,2.0,28.0
Howrah,3 BHK,2720,5.0,210.0
Mukundapur,2 BHK,1230,2.0,76.0
Barisha,4 BHK,3200,3.0,190.0
Nayabad,2 BHK,858,2.0,31.57
Dum Dum,3 BHK,1868,3.0,121.0
Rajarhat,3 BHK,1689.28,3.0,91.2
Gariahat,4 BHK,600,3.0,73.0
Dum Dum,3 BHK,1425,3.0,49.88
Behala,6 Bedroom,1200,6.0,170.0
Tangra,2 Bedroom,1350,2.0,100.0
Royde Park,6 Bedroom,4200,6.0,180.0
Behala,3 BHK,1310,2.0,85.0
Parui Mauza,4 BHK,2805 - 3565,,175.0
Parui Mauza,2 BHK,970,2.0,40.0
Parui Mauza,3 BHK,1397,3.0,108.0
Sealdah,2 BHK,1157,2.0,40.0
Tangra,2 BHK,1125,2.0,61.2
Tangra,2 BHK,1157,2.0,42.0
Dhakuria,2 BHK,1241,2.0,82.0
Garia,1 BHK,660,1.0,62.0
Netaji Nagar,4 BHK,4000,4.0,220.0
Behala,4 BHK,2340,4.0,148.0
Sarsuna,1 BHK,596,1.0,42.0
Garia,16 BHK,10000,16.0,550.0
Parnashree,4 Bedroom,1200,4.0,110.0
Konnagar,3 BHK,1910,3.0,190.0
Ballygunge,2 BHK,1139,2.0,80.0
Ballygunge,4 BHK,3122,5.0,225.0
Salt Lake City,2 BHK,1033,2.0,28.41
Salt Lake City,2 BHK,1168,2.0,64.08
Salt Lake City,2 BHK,877,2.0,42.0
Salt Lake City,2 BHK,1340,2.0,75.0
Tangra,3 BHK,1405,2.0,70.0
Topsia,3 BHK,1800,3.0,65.0
Tangra,3 BHK,1750,3.0,149.0
Behala,3 BHK,1360,2.0,65.0
Behala,3 Bedroom,675,2.0,148.0
Jadavpur,2 BHK,985,2.0,63.0
Jadavpur,2 BHK,1300,2.0,129.0
Dum Dum,3 BHK,1850,3.0,150.0
Prince Anwar Shah Connector,3 BHK,1490,2.0,88.0
Dum Dum Cantonment,2 BHK,620,1.0,25.0
North Dumdum,2 BHK,1130,2.0,42.3
North Dumdum,2 BHK,1080,2.0,55.0
Dum Dum,4 BHK,3126,4.0,120.0
Garia,3 BHK,1410,2.0,52.17
Garia,3 BHK,1375,3.0,59.0
Garia,3 BHK,1290,2.0,94.5
Patuli,3 BHK,1318,2.0,85.28
Garia,2 BHK,1128,2.0,68.0
Patuli,4 Bedroom,4428,4.0,255.0
Patuli,2 BHK,1051,2.0,56.74
Garia,3 Bedroom,3500,5.0,275.0
Garia,4 Bedroom,2400,4.0,130.0
Ganguly Bagan,2 BHK,1327,2.0,85.0
Garia,4 BHK,2912,6.0,210.0
Baghajatin,2 BHK,1301,2.0,55.0
Baghajatin,1 BHK,650,1.0,30.0
Baghajatin,3 Bedroom,1200,3.0,67.75
Baghajatin,3 BHK,1500,2.0,89.99
Patuli,4 Bedroom,2700,6.0,675.0
Baghajatin,4 Bedroom,1350,4.0,145.0
Garia,2 BHK,1000,2.0,28.88
Patuli,2 BHK,984,2.0,45.91
Tangra,3 BHK,1819.18,3.0,160.0
Tangra,1 Bedroom,900,1.0,175.0
Topsia,3 BHK,1355,3.0,83.87
Alipore,3 BHK,2145,4.0,270.0
Tangra,3 BHK,2475,4.0,300.0
Barisha Purba Para Road,2 BHK,1118,2.0,30.0
Kasba,1 BHK,910,1.0,42.0
Rajarhat,3 BHK,1250,3.0,39.0
Dum Dum,2 BHK,1304,2.0,100.0
Behala,3 BHK,1615,3.0,58.0
Behala,2 BHK,1400,2.0,68.0
Royde Park,2 BHK,1070,2.0,47.5
New Alipore,3 BHK,3500,3.0,395.0
Behala,2 BHK,1132,2.0,89.37
Royde Park,3 BHK,2000,3.0,85.0
Royde Park,7 Bedroom,2400,5.0,550.0
New Town,1 BHK,794,1.0,65.0
Behala,2 BHK,1090,2.0,43.59
Garia,3 BHK,1500,3.0,70.0
Kamalgazi Flyover,3 BHK,2059,3.0,225.0
Dum Dum,1 BHK,525,1.0,30.0
Behala,2 BHK,1447,2.0,75.97
New Town,2 BHK,1269,2.0,75.0
Bijoygarh,4 Bedroom,4800,4.0,700.0
Dum Dum,2 BHK,1070,2.0,37.45
Baranagar,2 BHK,1150,2.0,28.0
Topsia,2 BHK,1208,2.0,70.0
Behala,2 BHK,1185,2.0,45.5
Behala,3 Bedroom,1200,3.0,130.0
Dum Dum,2 BHK,888,2.0,34.0
Sahid Khudiram Metro Station Road,2 BHK,1015,2.0,25.88
Bijoygarh,1 BHK,532,1.0,22.49
Bijoygarh,3 BHK,1060,3.0,62.0
Behala,1 BHK,700,1.0,35.0
Beliaghata,2 BHK,902,2.0,42.0
Kasba,6 Bedroom,600,3.0,95.0
Kasba,2 BHK,1175,2.0,47.0
Kasba,2 BHK,1365,2.0,122.0
New Town,2 BHK,984,2.0,51.0
Royde Park,4 Bedroom,2700,2.0,100.0
Barisha Purba Para Road,3 BHK,1475,3.0,96.0
Bansdroni,2 BHK,1300,2.0,79.0
Mukundapur,5 Bedroom,1200,6.0,220.0
Bansdroni,3 BHK,1453,2.0,43.59
Sonarpur,2 BHK,1550,2.0,160.0
Garia,3 BHK,1666,3.0,95.0
Behala Chowrasta,4 Bedroom,1410,4.0,160.0
Sodepur,4 Bedroom,4025,5.0,800.0
Sodepur,3 BHK,1845,3.0,91.0
Tangra,3 BHK,1676,3.0,52.0
Howrah,2 BHK,1137,2.0,63.0
Dum Dum,3 BHK,1360,2.0,70.5
Lake Gardens,3 BHK,1374,2.0,70.0
Lake Gardens,3 Bedroom,1700,3.0,155.0
Tangra,5 Bedroom,3227,5.0,250.0
Tollygunge,4 BHK,2145,4.0,125.0
Garia,4 Bedroom,2400,6.0,600.0
Mukundapur,3 BHK,2170,3.0,151.0
Patuli,2 BHK,1080,2.0,55.0
Patuli,3 BHK,1790,3.0,100.0
Mukundapur,1 BHK,550,1.0,17.0
Howrah,3 BHK,1270,2.0,50.79
New Town,2 BHK,1033,2.0,48.0
Jadavpur,2 Bedroom,1000,2.0,80.0
Jodhpur Park,4 BHK,2940,6.0,280.0
Kalighat,2 BHK,1240,2.0,52.6
Jodhpur Park,5 Bedroom,1650,5.0,450.0
Barrackpore,2 BHK,883,2.0,39.0
Jadavpur,3 BHK,1500,2.0,97.0
Lake Gardens,3 BHK,1730,3.0,139.0
Tangra,3 BHK,1915,3.0,80.0
Sodepur,3 BHK,1545,3.0,79.0
Tiljala,3 BHK,1865,4.0,140.0
Barisha Purba Para Road,2 BHK,1150,2.0,40.0
Behala,2 BHK,1200,2.0,49.0
Kasba,2 BHK,963,2.0,40.0
Behala,3 Bedroom,1200,3.0,120.0
Alipore,4 BHK,2600,4.0,260.0
Jorabagan,4 BHK,1700,4.0,108.0
Tollygunge,3 BHK,1682,3.0,120.0
Tollygunge,3 BHK,1371,2.0,65.0
Tollygunge,2 BHK,901,2.0,49.5
Jodhpur Park,7 Bedroom,600,7.0,73.0
Kalighat,3 BHK,1730,3.0,120.0
Tollygunge,4 Bedroom,1200,4.0,125.0
Gariahat,3 BHK,1500,3.0,102.0
Tangra,4 BHK,3785,6.0,280.0
Lake Gardens,4 BHK,3500,4.0,245.0
Behala,2 BHK,1203,2.0,59.86
Patuli,2 BHK,1357,2.0,54.0
Garia,3 BHK,1600,3.0,76.0
Sarada Pally,1 BHK,350,1.0,13.5
New Town,3 BHK,1665,3.0,53.0
Alipore,3 Bedroom,1400,3.0,200.0
Sodepur,1 BHK,835,1.0,46.95
Mukundapur,2 Bedroom,815,3.0,160.0
Lake Gardens,3 BHK,1444,2.0,80.0
Behala,2 BHK,1277,2.0,55.0
Hussainpur,3 BHK,1521,3.0,94.71
Hussainpur,2 BHK,1134,2.0,40.0
Sarsuna,2 BHK,995,2.0,34.82
Behala,3 BHK,2760,5.0,157.0
Behala,2 BHK,1325,1.0,92.0
Behala,6 Bedroom,4000,6.0,150.0
Sonarpur,3 BHK,1525,3.0,90.0
Beckbagan,3 BHK,1320,2.0,73.0
New Town,1 BHK,650,1.0,23.0
Sarsuna,3 BHK,1858,2.0,167.0
Sarsuna,2 BHK,1150,2.0,38.0
Sarsuna,2 BHK,769,2.0,40.0
Barisha Purba Para Road,3 BHK,1571,3.0,105.0
Barisha Purba Para Road,3 BHK,1445,3.0,86.56
Behala,3 BHK,1590,2.0,135.0
Rajarhat,2 BHK,902,2.0,49.0
Alipore,3 Bedroom,2238,3.0,140.0
Tiljala,2 BHK,1090,2.0,31.49
Behala,3 BHK,1712,3.0,82.0
Garia Place,2 BHK,1088,2.0,68.0
Tollygunge,3 BHK,1575,3.0,63.1
Tollygunge,6 Bedroom,2150,6.0,205.0
Ballygunge,3 BHK,1920,3.0,150.0
Narendrapur,2 Bedroom,1000,2.0,57.0
Sarat Bose Road,2 BHK,1100,2.0,56.1
New Alipore,2 BHK,1089,2.0,45.0
Ballygunge,2 BHK,1106,2.0,43.09
Bansdroni,2 BHK,927,2.0,37.0
Garia,2 BHK,1339,2.0,58.0
Mukundapur,1 BHK,923,1.0,45.69
Patuli,3 Bedroom,2900,3.0,285.0
Garia,2 BHK,1175,2.0,75.0
Howrah,2 BHK,975,2.0,55.0
Mohisbathan,3 BHK,2400,4.0,180.0
Barisha Purba Para Road,3 BHK,1330,3.0,72.0
Narendrapur,2 BHK,1183,2.0,59.74
Narendrapur,3 BHK,1758,3.0,133.0
Narendrapur,3 Bedroom,1200,3.0,265.0
Garia,3 BHK,1255,2.0,77.68
Mukundapur,3 Bedroom,600,4.0,110.0
Tiljala,2 BHK,1100,2.0,50.0
New Town,2 BHK,1170,2.0,46.8
Kasba,5 Bedroom,2400,5.0,120.0
Kasba,3 BHK,1530,3.0,51.77
Tangra,2 BHK,1420,2.0,107.0
Alipore,4 Bedroom,1200,4.0,300.0
Baghajatin,6 Bedroom,1045,6.0,160.0
Kasba,3 BHK,1591,3.0,115.0
New Town,3 BHK,1680,3.0,120.0
Narendrapur,2 Bedroom,675,3.0,52.0
Narendrapur,2 BHK,1055,2.0,57.63
Narendrapur,3 BHK,1918,3.0,129.0
E M Bypass,2 BHK,1280,2.0,76.0
Behala,3 BHK,1560,3.0,66.0
Tangra,2 BHK,1145,2.0,49.5
Sonarpur,3 BHK,2106,3.0,126.0
Barisha Purba Para Road,3 BHK,1801,3.0,139.0
Behala,5 Bedroom,1200,5.0,120.0
Alipore,2 BHK,1718,3.0,288.0
Tangra,3 BHK,1306,3.0,54.65
Tangra,2 BHK,1320,2.0,92.0
Tangra,3 BHK,1350,2.0,65.0
Ashok Nagar,4 BHK,2990,4.0,324.0
Sarsuna,4 BHK,3800,5.0,300.0
Behala,3 BHK,1344,2.0,42.0
Sarsuna,3 BHK,1893,3.0,100.0
Tangra,3 BHK,1107,2.0,43.0
Tiljala,9 Bedroom,1200,10.0,180.0
Action Area III,2 BHK,1190,2.0,75.0
Behala,2 BHK,1000,2.0,35.0
Kaikhali,2 Bedroom,2400,2.0,160.0
Prince Anwar Shah Rd,2 BHK,1000,2.0,48.5
Kamalgazi,3 BHK,2113,3.0,155.0
New Town,2 BHK,1100,2.0,46.0
Rajarhat,5 Bedroom,1200,4.0,160.0
New Alipore,4 BHK,1884,4.0,120.0
New Town,2 BHK,1110,2.0,40.0
Narendrapur,2 BHK,1027,2.0,43.0
Narendrapur,3 BHK,1250,3.0,40.0
Narendrapur,3 BHK,1470,3.0,62.0
Baghajatin,2 BHK,1150,2.0,75.0
Alipore,3 Bedroom,1200,3.0,165.0
Santoshpur,1 BHK,703,1.0,52.0
Alipore,3 BHK,1400,2.0,62.0
Tiljala,2 BHK,1195,2.0,51.0
New Town,2 BHK,1302,2.0,69.1
Behala,3 BHK,1583,3.0,74.4
Sarsuna,3 BHK,1488,2.0,60.0
Barisha Purba Para Road,4 Bedroom,600,5.0,85.0
Hazra,3 BHK,1385,2.0,34.63
Lake Gardens,4 BHK,3262,4.0,260.0
Jadavpur,3 BHK,1600,3.0,104.0
Jadavpur,2 BHK,1150,2.0,90.0
Patuli,9 Bedroom,4500,9.0,166.0
Bansdroni,2 BHK,1263,2.0,78.0
Behala,7 Bedroom,1200,8.0,110.0
Kamalgazi,2 BHK,1299,2.0,85.0
Narendrapur,2 BHK,1330,2.0,78.0
Narendrapur,3 BHK,1282,2.0,52.43
Rajarhat,3 BHK,1853,3.0,82.0
E M Bypass,2 BHK,861,2.0,35.0
Sodepur,3 BHK,1600,3.0,95.0
Sodepur,2 BHK,1256,2.0,62.8
Sodepur,3 BHK,1390,2.0,80.0
Sodepur,3 BHK,1550,2.0,90.0
Sodepur,11 Bedroom,1200,6.0,150.0
Sodepur,2 BHK,919,2.0,49.0
Sodepur,3 Bedroom,1625,3.0,80.0
Rajarhat,2 BHK,1195,2.0,44.0
Rajarhat,6 BHK,2400,4.0,600.0
Rajarhat,2 BHK,1159,2.0,60.0
Rajarhat,3 BHK,1386,3.0,57.46
Rajarhat,2 BHK,1197,2.0,79.0
Rajarhat,4 BHK,2690,4.0,191.0
Rajarhat,4 Bedroom,3293 - 5314,,226.0
Rajarhat,3 BHK,1295,2.0,50.28
Rajarhat,3 BHK,1310,2.0,37.83
Rajarhat,2 BHK,1132,2.0,79.28
Rajarhat,3 BHK,2350,3.0,400.0
Rajarhat,4 Bedroom,2400,4.0,500.0
Rajarhat,3 BHK,1645,3.0,135.0
Rajarhat,2 BHK,1200,2.0,45.84
Rajarhat,4 Bedroom,3000,4.0,330.0
Rajarhat,3 BHK,1937,3.0,140.0
Rajarhat,2 BHK,1015,2.0,33.5
Rajarhat,2 BHK,1080,2.0,39.0
Rajarhat,3 BHK,1350,2.0,80.99
Rajarhat,3 BHK,1149,2.0,29.0
Rajarhat,2 BHK,1185,2.0,59.0
Rajarhat,3 BHK,1720,3.0,135.0
Rajarhat,3 BHK,2080,3.0,175.0
Rajarhat,3 Bedroom,1500,3.0,87.0
Rajarhat,3 BHK,1566,3.0,97.0
Rajarhat,3 BHK,2386,3.0,334.0
Rajarhat,4 Bedroom,1500,4.0,110.0
Rajarhat,2 BHK,1290,2.0,49.02
Rajarhat,3 BHK,1531,3.0,72.0
Rajarhat,3 BHK,1839,3.0,165.0
Rajarhat,4 Bedroom,4200,4.0,760.0
Rajarhat,3 BHK,1400,2.0,40.43
Rajarhat,2 BHK,550,1.0,15.0
Rajarhat,2 BHK,1140,2.0,39.0
Rajarhat,3 BHK,1210 - 1477,3.0,57.76
Rajarhat,4 Bedroom,2000,4.0,100.0
Howrah,2 BHK,1100,2.0,46.0
Rajarhat,2 BHK,1200,2.0,55.0
New Town,3 BHK,1618,3.0,68.0
Behala,4 BHK,2830,5.0,160.0
Behala,3 BHK,1315,2.0,74.0
Behala,2 BHK,1141,2.0,42.75
Behala,2 BHK,1080,2.0,55.0
Behala,2 BHK,1200,2.0,60.0
Behala,2 BHK,1111,2.0,41.88
